title,absract,date,link,database,Base Model,Interface Type,Workflow Composition,Architecture,Agentic Role - Retrieval,Agentic Role - Personalization,Agentic Role - Risk assessment,Agentic Role - Tool use,Agentic Role - Other,Modality,SoTD - Interactional / Conversational,SoTD - Generated / Synthetic,SoTD - Clinically Collected Data,SoTD - Elicited Evidence,Mental Health Focus,Age Group,Location,Sex,DT - Screening / Triage,DT - Clinical Decision Support,DT - Therapeutic Interventions,DT - Documentation Generation,DT - Ethical / Legal support,DT - Education & Simulation,DT - Evidence & Benchmarking,DT - Other,Automated Evaluation - Applicability,Automated Evaluation - Language,Human Evaluation - Expert,Human Evaluation - User,Unnamed: 35,Unnamed: 36,published
Mood Mate: Advancing Real-Time Mental Health Monitoring with Multimodal AI,,11/17/25,https://openalex.org/W4416286813,OpenAlex,Foundation model,Chatbot,Multi-Agent,Hybrid Architecture,TRUE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Interview (Questionnaire),"6A7, 6B0","Adolescence, Young Adulthood, Middle Adulthood, Old",United States,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,11/17/25
"On the Replication of Psychological Manipulation, Coercive Control, and Constraint Evasion in ChatGPT 5",,12/4/25,https://openalex.org/W7108997227,OpenAlex,Deep Learning Models,Chatbot,Non-Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,"Text, Audio, Video, Images",TRUE,FALSE,Not Applicable,Not Applicable,"6A7, 6B0","Adolescence, Young Adulthood, Middle Adulthood, Old",,Both,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,12/4/25
Mental Health Chatbot,,,,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,FALSE,FALSE,FALSE,TRUE,Text,TRUE,FALSE,Not Applicable,Not Applicable,"6B0, 6A7, 6A6, 6D1, 6B4, 6A2",Unspecified,Unspecified,Unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Performance of mental health chatbot agents in detecting and managing suicidal ideation,,8/27/25,https://openalex.org/W4413753732,OpenAlex,Unsure,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,TRUE,TRUE,Text,FALSE,TRUE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood",Unspecified,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,8/27/25
AI Chatbot for Mental Health Support,,8/7/25,https://openalex.org/W4413038414,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,8/7/25
A Framework for ECA-Based Psychotherapy,,7/30/25,https://openalex.org/W4412743645,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,TRUE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Systematic reviews  / Meta analysis,General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood, Old",Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,7/30/25
An Offline Mobile Conversational Agent for Mental Health Support: Learning from Emotional Dialogues and Psychological Texts with Student-Centered Evaluation,,7/11/25,https://openalex.org/W4414942721,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,"Text, Audio, Video",TRUE,FALSE,Not Applicable,Interview (Questionnaire),"6A7, 6B0, 6B4",Unspecified,United States,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,7/11/25
"Exploring ChatGPT's Capabilities, Stability, Potential and Risks in Conducting Psychological Counseling through Simulations in School Counseling",,11/3/25,,OpenAlex,Small pre-trained model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood",Unspecified,Both,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,11/3/25
EmoCare: A Lightweight Emotion-Aware Chatbot for Mental Health Support using Multi-LLM Context Escalation,,9/10/25,https://openalex.org/W4415708267,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,Adolescence,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,9/10/25
MAQuA: Adaptive Question-Asking for Multidimensional Mental Health Screening using Item Response Theory,,8/10/25,https://openalex.org/W4415194259,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,8/10/25
PychoAgent: A Psychology-driven LLM Agents for Explainable Panic Prediction on Social Media during Sudden Disaster Events,,10/10/25,https://openalex.org/W7106788326,OpenAlex,Small pre-trained model,Non-Chat Agent,Non-Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),6B01,"Adolescence, Young Adulthood, Middle Adulthood, Old","United Kingdom, Sweden, United States",Both,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,10/10/25
From Evaluation to Enhancement: A Decision Support Framework for Quality Assurance in Therapeutic AI Systems (Preprint),,11/16/25,https://openalex.org/W4416702500,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,6B0,Unspecified,United States,Unspecified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,11/16/25
Multimodal Emotion-Aware Conversational Agent for Mental Health Support Using Deep Learning and Generative AI,,11/17/25,https://openalex.org/W7105831267,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",South Korea,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,,11/17/25
A Comprehensive Node.js-Based Mental Health Monitoring and Exercise Recommendation System with AI-Driven Emotional Support,,11/30/25,https://openalex.org/W7108068155,OpenAlex,Deep Learning Models,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,"Text, Images, Audio, Video, Signals",TRUE,TRUE,Not Applicable,Interview (Questionnaire),General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,11/30/25
AI-Driven Chatbot for Mental Health Analysis Using Transformer Models,,10/11/25,https://openalex.org/W4415352366,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,TRUE,FALSE,Text,FALSE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood, Old",Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,10/11/25
Conversational health agents: a personalized large language model-powered agent framework,,7/3/25,https://openalex.org/W4412065574,OpenAlex,Small pre-trained model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Systematic reviews  / Meta analysis,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,7/3/25
Prompt Engineering an Informational Chatbot for Education on Mental Health Using a Multiagent Approach for Enhanced Compliance With Prompt Instructions: Algorithm Development and Validation,,12/9/24,,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,FALSE,FALSE,"Text, Audio, Images",TRUE,FALSE,EHRs,Cohort Study,6B4,Adolescence,Unspecified,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,1/1/25
Emotion-aware psychological first aid: Integrating BERT-based emotional distress detection with Psychological First Aid-Generative Pre-Trained Transformer chatbot for mental health support,,1/25/25,,WoS,Foundation model,Chatbot,Multi-Agent,Hierarchical Architecture,TRUE,FALSE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Systematic reviews  / Meta analysis,General Psychiatry,Unspecified,Unspecified,Unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,1/1/25
Psychological First Aid by AI: Proof-of-Concept and Comparative Performance of ChatGPT-4 and Gemini in Different Disaster Scenarios,,5/9/25,https://doi.org/10.1002/jclp.23808,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,1/1/25
Emotional Resonance and Self-Esteem: The Role of Humanlike Competencies From Mental Health Chatbots,,24-Oct-25,,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Interview (Questionnaire),6B4,"Childhood, Adolescence, Young Adulthood",Unspecified,Unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,
The FAIIR conversational AI agent assistant for youth mental health service provision,,5/3/25,,WoS,Unspecified,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Interview (Questionnaire),General Psychiatry,Unspecified,China,Both,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,5/3/25
The effect of artificial intelligence applications GymBuddy & Elomia on the mental health and physical activities of teachers and learners exposed to e-learning platforms,,27-Jun-25,https://doi.org/10.1007/s12144-025-08015-3,WoS,Deep Learning Models,Chatbot,Non-Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",Canada,Both,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025
Comparing perceived empathy and intervention strategies of an AI chatbot and human psychotherapists in online mental health support,,3/1/25,,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood",Unspecified,Unspecified,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,3/1/25
Smart Health Companion: An AI-Powered Digital Assistant for Mental and Physical Well-Being,,25-Dec,https://openalex.org/W7117467952,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,TRUE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
AI-Based Mental Health Support System Using Natural Language Processing and Machine Learning,,21-Dec-25,https://openalex.org/W7116785726,OpenAlex,Small pre-trained model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Interview (Questionnaire),General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
Mindful Journey: An AI-Powered Mental Health Support Platform Using Conversational Agents and Automated Journaling,,25-Dec,https://openalex.org/W7117497628,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,TRUE,FALSE,TRUE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
MAMA-Memeia! Multi-Aspect Multi-Agent Collaboration for Depressive Symptoms Identification in Memes,,2025-12-31T18:06:21Z,,OpenAlex,Foundation model,Non-Chat Agent,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Systematic reviews  / Meta analysis,6A7,Unspecified,Unspecified,Unspecified,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025-12-31T18:06:21Z
From Visual Perception to Deep Empathy: An Automated Assessment Framework for House-Tree-Person Drawings Using Multimodal LLMs and Multi-Agent Collaboration,,2025-12-23T09:26:23Z,https://openalex.org/W7117552243,OpenAlex,Foundation model,Non-Chat Agent,Multi-Agent,Team Architecture,FALSE,TRUE,TRUE,TRUE,FALSE,"Text, Images",FALSE,FALSE,Not Applicable,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood",China,Both,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025-12-23T09:26:23Z
Should AI have humanlike self-disclosure in the mental health intervention? The moderated mediation effect of negative emotion,,6-Jan,,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,TRUE,FALSE,Text,FALSE,FALSE,Not Applicable,Not Applicable,6A7,"Adolescence, Young Adulthood, Middle Adulthood",China,Both,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,
Retrieval-Augmented Generation in LLMs for Mental Health: Examining the Impact on User Intent Detection in Wysa,," December 30th, 2025",https://openalex.org/W7117539811,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,TRUE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,
Building Trust in Mental Health Chatbots: Safety Metrics and LLM-Based Evaluation Tools,,8/3/24,,OpenAlex,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,FALSE,TRUE,FALSE,FALSE,Text,TRUE,TRUE,Not Applicable,Not Applicable,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,8/3/24
Performance of mental health chatbot agents in detecting and managing suicidal ideation,,8/27/25,https://doi.org/10.1038/s41598-025-17242-4,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,TRUE,FALSE,FALSE,Text,FALSE,TRUE,Not Applicable,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood",Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,8/27/25
Exploratory Research on the Potential of Human�AI Interaction for Mental Health: Building and Verifying an Experimental Environment Based on ChatGPT and Metaverse,,19-Oct-25,,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,"Text, Audio",TRUE,FALSE,Not Applicable,Interview (Questionnaire),"6B4, 6A7, 6B0","Adolescence, Young Adulthood",Japanese Speaker,Both,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,
Using Nonverbal Cues in Empathic Multi-Modal LLM-Driven Chatbots for Mental Health Support,,9-Sep-25,https://doi.org/10.1145/3743724,WoS,Foundation model,Chatbot,Multi-Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,"Text, Images",FALSE,FALSE,Not Applicable,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood","European Economic Area, Southern Africa, North America, Asia-Pacific Region, India, East Africa, South America",Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,2025
Tweaking the Messages and Approaching the Glass Box: Using AI Chatbots to Promote Help-Seeking for Depressive Symptoms,,10/18/25,https://doi.org/10.1080/10810730.2025.2569563,WoS,Machine Learning Models,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Interview (Questionnaire),6A7,"Adolescence, Young Adulthood, Middle Adulthood, Old",United States,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,10/18/25
"Enhancing Self-Disclosure Intensions in Mental Health Support: The Catalytic Effect of Chatbot Bubble Coloring, Moderated by Expressive Suppression and Mediated by Information Processing Fluency and Perceived Initial Trust",,30-Oct-25,https://doi.org/10.1080/10447318.2025.2575298,WoS,Small pre-trained model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",China,Both,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,2025
"Deploying a Mental Health Chatbot in Higher Education: The Development and Evaluation of Luna, an AI-Based Mental Health Support System",,6/10/25,https://doi.org/10.3390/computers14060227,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,General Psychiatry,"Adolescence, Young Adulthood",Unspecified,Unspecified,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,6/10/25
Therapeutic Potential of Social Chatbots in Alleviating Loneliness and Social Anxiety: Quasi-Experimental Mixed Methods Study,,1/14/25,https://doi.org/10.2196/65589,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,TRUE,FALSE,Not Applicable,Not Applicable,"6B0, 6B4","Adolescence, Young Adulthood",South Korea,Both,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,1/14/25
Leveraging Large Language Models for Simulated Psychotherapy Client Interactions: Development and Usability Study of Client101,,31-Jul-25,https://doi.org/10.2196/68056,WoS,Foundation model,Chatbot,Single Agent,Not Applicable,FALSE,TRUE,FALSE,FALSE,FALSE,Text,FALSE,FALSE,Not Applicable,Systematic reviews  / Meta analysis,"6A7, 6B0",Unspecified,Unspecified,Unspecified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2025
LEKIA: Expert-Aligned AI Behavior Design for High-Risk Human-AI Interactions,"['Boning Zhao', 'Yutong Hu', 'Xinnuo Li']",7/20/25,https://arxiv.org/abs/2507.14944v2,arXiv,Foundation model,Chatbot,Multi-Agent,Hybrid Architecture,TRUE,TRUE,TRUE,FALSE,TRUE,Text,TRUE,,,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood",Unspecified,Unspecified,FALSE,FALSE,TRUE,,,TRUE,TRUE,,TRUE,,TRUE,,,,7/20/25
The Anatomy of a Personal Health Agent,"['A. Ali Heydari', 'Ken Gu', 'Vidya Srinivas', 'Hong Yu', 'Zhihan Zhang', 'Yuwei Zhang', 'Akshay Paruchuri', 'Qian He', 'Hamid Palangi', 'Nova Hammerquist', 'Ahmed A. Metwally', 'Brent Winslow', 'Yubin Kim', 'Kumar Ayush', 'Yuzhe Yang', 'Girish Narayanswamy', 'Maxwell A. Xu', 'Jake Garrison', 'Amy Armento Lee', 'Jenny Vafeiadou', 'Ben Graef', 'Isaac R. Galatzer-Levy', 'Erik Schenck', 'Andrew Barakat', 'Javier Perez', 'Jacqueline Shreibati', 'John Hernandez', 'Anthony Z. Faranesh', 'Javier L. Prieto', 'Connor Heneghan', 'Yun Liu', 'Jiening Zhan', 'Mark Malhotra', 'Shwetak Patel', 'Tim Althoff', 'Xin Liu', 'Daniel McDuff', 'Xuhai ""Orson"" Xu']",2025-08-27T14:38:46Z,https://arxiv.org/abs/2508.20148v2,arXiv,Foundation model,Chatbot,Multi-Agent,Flat Architecture,TRUE,TRUE,TRUE,TRUE,TRUE,"Text, Images",TRUE,,EHRs,Interview (Questionnaire),"6B0, 6A7","Adolescence, Young Adulthood, Middle Adulthood, Old",Unspecified,Both,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,,2025-08-27T14:38:46Z
Natural Language Tools: A Natural Language Approach to Tool Calling In Large Language Agents,"['Reid T. Johnson', 'Michelle D. Pain', 'Jordan D. West']",2025-10-16T08:52:52Z,https://arxiv.org/abs/2510.14453v1,arXiv,Foundation model,Non-Chat Agent,Non-Agent,Not Applicable,,,,TRUE,,Text,,TRUE,,,General Psychiatry,Unspecified,Unspecified,unspecified,,,,,,,,TRUE,TRUE,,,,,,2025-10-16T08:52:52Z
Asking the Right Questions: Benchmarking Large Language Models in the Development of Clinical Consultation Templates,"['Liam G. McCoy', 'Fateme Nateghi Haredasht', 'Kanav Chopra', 'David Wu', 'David JH Wu', 'Abass Conteh', 'Sarita Khemani', 'Saloni Kumar Maharaj', 'Vishnu Ravi', 'Arth Pahwa', 'Yingjie Weng', 'Leah Rosengaus', 'Lena Giang', 'Kelvin Zhenghao Li', 'Olivia Jee', 'Daniel Shirvani', 'Ethan Goh', 'Jonathan H. Chen']",8/2/25,https://arxiv.org/abs/2508.01159v2,arXiv,Foundation model,Chatbot,Multi-Agent,Flat Architecture,TRUE,,TRUE,,TRUE,Text,,,EHRs,Interview (Questionnaire),General Psychiatry,Unspecified,Unspecified,Unspecified,,TRUE,,TRUE,,,TRUE,,TRUE,TRUE,TRUE,,,,8/2/25
Trustworthy AI Psychotherapy: Multi-Agent LLM Workflow for Counseling and Explainable Mental Disorder Diagnosis,"['Mithat Can Ozgun', 'Jiahuan Pei', 'Koen Hindriks', 'Lucia Donatelli', 'Qingzhi Liu', 'Junxiao Wang']",2025-08-15T11:08:32Z,https://arxiv.org/abs/2508.11398v2,arXiv,Foundation model,Chatbot,Multi-Agent,Hierarchical Architecture,TRUE,TRUE,TRUE,TRUE,,Text,TRUE,,,,General Psychiatry,Unspecified,Unspecified,Unspecified,TRUE,TRUE,,,,,TRUE,,TRUE,TRUE,,,,,2025-08-15T11:08:32Z
Cultural Prompting Improves the Empathy and Cultural Responsiveness of GPT-Generated Therapy Responses,"['Serena Jinchen Xie', 'Shumenghui Zhai', 'Yanjing Liang', 'Jingyi Li', 'Xuehong Fan', 'Trevor Cohen', 'Weichao Yuwen']",10/19/25,https://arxiv.org/abs/2512.00014v1,arXiv,Foundation model,Chatbot,Non-Agent,Not Applicable,,TRUE,,,TRUE,Text,TRUE,,,,General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood",United States,Both,,,TRUE,,,,TRUE,TRUE,TRUE,,,TRUE,,,10/19/25
VERA-MH Concept Paper,"['Luca Belli', 'Kate Bentley', 'Will Alexander', 'Emily Ward', 'Matt Hawrilenko', 'Kelly Johnston', 'Mill Brown', 'Adam Chekroud']",10/17/25,https://arxiv.org/abs/2510.15297v2,arXiv,Foundation model,Chatbot,Multi-Agent,Flat Architecture,,TRUE,TRUE,,TRUE,Text,,TRUE,,,"6A7, 6B4","Adolescence, Young Adulthood, Middle Adulthood, Old",Unspecified,Unspecified,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,10/17/25
AN INTELLIGENT SYSTEM TO GAMIFY MENTAL HEALTH EDUCATION AND DISSOCIATIVE IDENTITY DISORDER AWARENESS USING ARTIFICIAL INTELLIGENCE,,10/25/25,https://openalex.org/W4415694091,OpenAlex,Foundation model,Chatbot,Non-Agent,Not Applicable,,TRUE,,,TRUE,Text,TRUE,,,,6B6,Unspecified,Unspecified,Unspecified,,,,,,TRUE,,,,,TRUE,,,,10/25/25
Attitudes Toward the Use of Artificial Intelligence Chatbots for Mental Health Support: Artificial Intelligence in Mental Health Scale,,11/18/25,https://openalex.org/W4416398257,OpenAlex,unspecified_ai,Chatbot,Non-Agent,Not Applicable,,,,,TRUE,Text,,,,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood, Old",Greece,Both,,,,,,,TRUE,,,,TRUE,TRUE,,,11/18/25
Practitioner Perspectives on the Uses of Generative AI Chatbots in Mental Health Care: Mixed Methods Study,,8/10/25,https://openalex.org/W4413232168,OpenAlex,Foundation model,Chatbot,Non-Agent,Not Applicable,TRUE,TRUE,,,TRUE,Text,,TRUE,,Interview (Questionnaire),General Psychiatry,"Adolescence, Young Adulthood, Middle Adulthood, Old",Australia,Both,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,,TRUE,,,,8/10/25
REIMAGINING WORKFORCE WELL-BEING: AI-DRIVEN MENTAL HEALTH INTERVENTIONS IN HYBRID WORK ENVIRONMENTS,,8/25/25,https://openalex.org/W4414290849,OpenAlex,Foundation model,Chatbot,Non-Agent,Not Applicable,,,,,TRUE,Text,,,,Interview (Questionnaire),General Psychiatry,"Young Adulthood, Middle Adulthood",India,Both,,,,,,,,TRUE,,,TRUE,TRUE,,,8/25/25
